"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"29","dc6549a6-0a9e-4dc3-831c-451447b68c58","Akademia Handlowa Nauk Stosowanych w Radomiu","1998-07-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","670195619","9482027811","","200","142","","http://www.ahns.pl","rektor@ahns.pl","048 363 22 90","MILENA_MATUSZEWSKA_BIRKOWSKA_4468wsh\wsh_radom","Polska","mazowieckie","ul. Tadeusza Mazowieckiego","7A","26-600","Radom","Milena Matuszewska- Birkowska - Rektor","304fcbbe-a66f-4cb6-b4cb-b22fb3155bcd",,,,,"Wyższa Szkoła Handlowa w Radomiu","1998-07-29",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-29","Działająca","1998-07-29","zawodowa","1998-07-29","ul. Romualda Traugutta 61, 26-600 Radom, woj. mazowieckie, Polska","1998-07-29"
"30","dc6549a6-0a9e-4dc3-831c-451447b68c58","Akademia Handlowa Nauk Stosowanych w Radomiu","1998-07-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","670195619","9482027811","","200","142","","http://www.ahns.pl","rektor@ahns.pl","048 363 22 90","MILENA_MATUSZEWSKA_BIRKOWSKA_4468wsh\wsh_radom","Polska","mazowieckie","ul. Tadeusza Mazowieckiego","7A","26-600","Radom","Milena Matuszewska- Birkowska - Rektor","304fcbbe-a66f-4cb6-b4cb-b22fb3155bcd",,,,,"Wyższa Szkoła Handlowa w Radomiu","1998-07-29",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-29","Działająca","1998-07-29","zawodowa","1998-07-29","ul. Tadeusza Mazowieckiego 7A, 26-600 Radom, woj. mazowieckie, Polska","2020-12-03"
"31","dc6549a6-0a9e-4dc3-831c-451447b68c58","Akademia Handlowa Nauk Stosowanych w Radomiu","1998-07-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","670195619","9482027811","","200","142","","http://www.ahns.pl","rektor@ahns.pl","048 363 22 90","MILENA_MATUSZEWSKA_BIRKOWSKA_4468wsh\wsh_radom","Polska","mazowieckie","ul. Tadeusza Mazowieckiego","7A","26-600","Radom","Milena Matuszewska- Birkowska - Rektor","304fcbbe-a66f-4cb6-b4cb-b22fb3155bcd",,,,,"Akademia Handlowa Nauk Stosowanych w Radomiu","2022-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-29","Działająca","1998-07-29","zawodowa","1998-07-29","ul. Romualda Traugutta 61, 26-600 Radom, woj. mazowieckie, Polska","1998-07-29"
"32","dc6549a6-0a9e-4dc3-831c-451447b68c58","Akademia Handlowa Nauk Stosowanych w Radomiu","1998-07-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","670195619","9482027811","","200","142","","http://www.ahns.pl","rektor@ahns.pl","048 363 22 90","MILENA_MATUSZEWSKA_BIRKOWSKA_4468wsh\wsh_radom","Polska","mazowieckie","ul. Tadeusza Mazowieckiego","7A","26-600","Radom","Milena Matuszewska- Birkowska - Rektor","304fcbbe-a66f-4cb6-b4cb-b22fb3155bcd",,,,,"Akademia Handlowa Nauk Stosowanych w Radomiu","2022-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-29","Działająca","1998-07-29","zawodowa","1998-07-29","ul. Tadeusza Mazowieckiego 7A, 26-600 Radom, woj. mazowieckie, Polska","2020-12-03"
"33","187760da-93f3-452f-962e-dcbd2218aacc","Akademia Humanistyczna im. Aleksandra Gieysztora w Pułtusku","1994-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2019-09-30","akademicka","","130176830","5681149880","","011","41","","http://www.ah.edu.pl","rektorat@ah.edu.pl","(23) 692 98 13","","Polska","mazowieckie","ul. Ignacego Daszyńskiego","17","06-100","Pułtusk","","",,,,,"Akademia Humanistyczna im. Aleksandra Gieysztora w Pułtusku","1994-07-21",,,,,,,,,,,"Akademia Finansów i Biznesu Vistula","1cb32064-70d2-4de8-b43f-8e67b8a4286b","011021150","5260009816","","","2","Minister Nauki (poprzednio MEiN)","Włączenie","2019-09-30","Minister Nauki (poprzednio MEiN)","1994-07-21","Działająca","1994-07-21","akademicka","1994-07-21","ul. Ignacego Daszyńskiego 17, 06-100 Pułtusk, woj. mazowieckie, Polska","1994-07-21"
"34","187760da-93f3-452f-962e-dcbd2218aacc","Akademia Humanistyczna im. Aleksandra Gieysztora w Pułtusku","1994-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","2019-09-30","akademicka","","130176830","5681149880","","011","41","","http://www.ah.edu.pl","rektorat@ah.edu.pl","(23) 692 98 13","","Polska","mazowieckie","ul. Ignacego Daszyńskiego","17","06-100","Pułtusk","","",,,,,"Akademia Humanistyczna im. Aleksandra Gieysztora w Pułtusku","1994-07-21",,,,,,,,,,,"Akademia Finansów i Biznesu Vistula","1cb32064-70d2-4de8-b43f-8e67b8a4286b","011021150","5260009816","","","2","Minister Nauki (poprzednio MEiN)","Włączenie","2019-09-30","Minister Nauki (poprzednio MEiN)","1994-07-21","Przekształcona","2019-09-30","akademicka","1994-07-21","ul. Ignacego Daszyńskiego 17, 06-100 Pułtusk, woj. mazowieckie, Polska","1994-07-21"
"35","669fee72-713b-4509-99a3-81f522cb7159","Akademia Humanistyczno-Ekonomiczna w Łodzi","1993-10-05","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","470810663","7251014115","","120","30","","http://www.ahe.lodz.pl","rektorat@ahe.lodz.pl","42 631-58-06 ","/AKADEMIA_LODZ/SkrytkaESP","Polska","łódzkie","ul. dr. Seweryna Sterlinga","26","90-212","Łódź","ELŻBIETA dr hab. DUL-LEDWOSIŃSKA - Rektor","0be99089-a8fc-4378-9409-515197a73c4d",,,,,"Akademia Humanistyczno-Ekonomiczna w Łodzi","1993-10-05",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1993-10-05","Działająca","1993-10-05","akademicka","1993-10-05","ul. dr. Seweryna Sterlinga 26, 90-212 Łódź, woj. łódzkie, Polska","1993-10-05"
"36","ce89a21a-0e0f-4752-80c8-a8388329a473","Akademia Humanitas","1997-04-23","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","273470470","6442446977","","041","110","","http://www.humanitas.edu.pl","sekretariat@humanitas.edu.pl","32 3631200","/Humanitas/SkrytkaESP","Polska","śląskie","ul. Jana Kilińskiego","43","41-200","Sosnowiec","Michał dr hab. Kaczmarczyk - Rektor","d40af6dc-c34c-43b5-81e5-fc7da193be5d",,,,,"Wyższa Szkoła Humanitas w Sosnowcu","1997-04-23",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-04-23","Działająca","1997-04-23","zawodowa","1997-04-23","ul. Jana Kilińskiego 43, 41-200 Sosnowiec, woj. śląskie, Polska","1997-04-23"
"37","ce89a21a-0e0f-4752-80c8-a8388329a473","Akademia Humanitas","1997-04-23","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","273470470","6442446977","","041","110","","http://www.humanitas.edu.pl","sekretariat@humanitas.edu.pl","32 3631200","/Humanitas/SkrytkaESP","Polska","śląskie","ul. Jana Kilińskiego","43","41-200","Sosnowiec","Michał dr hab. Kaczmarczyk - Rektor","d40af6dc-c34c-43b5-81e5-fc7da193be5d",,,,,"Wyższa Szkoła Humanitas w Sosnowcu","1997-04-23",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-04-23","Działająca","1997-04-23","akademicka","2023-02-23","ul. Jana Kilińskiego 43, 41-200 Sosnowiec, woj. śląskie, Polska","1997-04-23"
"38","ce89a21a-0e0f-4752-80c8-a8388329a473","Akademia Humanitas","1997-04-23","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","273470470","6442446977","","041","110","","http://www.humanitas.edu.pl","sekretariat@humanitas.edu.pl","32 3631200","/Humanitas/SkrytkaESP","Polska","śląskie","ul. Jana Kilińskiego","43","41-200","Sosnowiec","Michał dr hab. Kaczmarczyk - Rektor","d40af6dc-c34c-43b5-81e5-fc7da193be5d",,,,,"Akademia Humanitas","2023-05-18",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-04-23","Działająca","1997-04-23","zawodowa","1997-04-23","ul. Jana Kilińskiego 43, 41-200 Sosnowiec, woj. śląskie, Polska","1997-04-23"
"39","ce89a21a-0e0f-4752-80c8-a8388329a473","Akademia Humanitas","1997-04-23","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","273470470","6442446977","","041","110","","http://www.humanitas.edu.pl","sekretariat@humanitas.edu.pl","32 3631200","/Humanitas/SkrytkaESP","Polska","śląskie","ul. Jana Kilińskiego","43","41-200","Sosnowiec","Michał dr hab. Kaczmarczyk - Rektor","d40af6dc-c34c-43b5-81e5-fc7da193be5d",,,,,"Akademia Humanitas","2023-05-18",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1997-04-23","Działająca","1997-04-23","akademicka","2023-02-23","ul. Jana Kilińskiego 43, 41-200 Sosnowiec, woj. śląskie, Polska","1997-04-23"
"40","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Państwowa Wyższa Szkoła Zawodowa w Gorzowie Wielkopolskim","1998-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","zawodowa","1998-07-21","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"41","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Państwowa Wyższa Szkoła Zawodowa w Gorzowie Wielkopolskim","1998-07-21",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","akademicka","2023-01-13","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"42","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Akademia im. Jakuba z Paradyża","2016-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","zawodowa","1998-07-21","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"43","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Akademia im. Jakuba z Paradyża","2016-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","akademicka","2023-01-13","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"44","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Państwowa Wyższa Szkoła Zawodowa im. Jakuba z Paradyża w Gorzowie Wielkopolskim","2013-09-26",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","zawodowa","1998-07-21","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"45","bafdd534-9afd-4d8d-9412-30dc2d48ab6b","Akademia im. Jakuba z Paradyża","1998-07-21","Minister Nauki (poprzednio MEiN)","Uczelnia publiczna","Nie","","","","akademicka","","365193022","1040001590","","332","","","http://www.ajp.edu.pl","rektor@ajp.edu.pl","95-721-60-22","/AJPGW/SkrytkaESP","Polska","lubuskie","ul. Teatralna","25","66-400","Gorzów Wielkopolski","Elżbieta Skorupska-Raczyńska - Rektor","",,,,,"Państwowa Wyższa Szkoła Zawodowa im. Jakuba z Paradyża w Gorzowie Wielkopolskim","2013-09-26",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1998-07-21","Działająca","1998-07-21","akademicka","2023-01-13","ul. Teatralna 25, 66-400 Gorzów Wielkopolski, woj. lubuskie, Polska","1998-07-21"
"46","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Toruńska Szkoła Wyższa","2003-09-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","zawodowa","2003-09-09","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"47","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Toruńska Szkoła Wyższa","2003-09-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","akademicka","2022-10-01","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"48","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Akademia Jagiellońska w Toruniu","2022-12-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","zawodowa","2003-09-09","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"49","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Akademia Jagiellońska w Toruniu","2022-12-09",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","akademicka","2022-10-01","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"50","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Kolegium Jagiellońskie – Toruńska Szkoła Wyższa","2013-09-11",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","zawodowa","2003-09-09","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"51","98bc3a1e-ad8a-4713-be5a-2e66d2a67e41","Akademia Jagiellońska w Toruniu","2003-09-09","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","871681089","9562110170","","204","281","","http://www.aj.torun.pl","kontakt@aj.torun.pl","695000011","/KolegiumJagiellonsk/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Prosta","4","87-100","Toruń","Joanna Maria Górska-Szymczak - Rektor","8394f1e4-74f9-4173-bd93-5d75b77e4bd2",,,,,"Kolegium Jagiellońskie – Toruńska Szkoła Wyższa","2013-09-11",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2003-09-09","Działająca","2003-09-09","akademicka","2022-10-01","ul. Prosta 4, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2003-09-09"
"52","9a2ed6bc-9fd4-4dc4-a668-6cad90e5c200","Akademia Katolicka w Warszawie","1988-05-03","Minister Nauki (poprzednio MEiN)","Uczelnia kościelna","Nie","","","","akademicka","","001407436","5211039941","","378","","","https://akademiakatolicka.pl/","sekretariat@akademiakatolicka.pl","(22) 869 98 90","/PWTW/rektorat","Polska","mazowieckie","ul. Dewajtis","3","01-815","Warszawa","Krzysztof PAWLINA - Rektor","8f3fd423-d917-4443-9ab4-d49ea9b95660",,,,,"Papieski Wydział Teologiczny w Warszawie","1988-05-03",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1988-05-03","Działająca","1988-05-03","akademicka","1988-05-03","ul. Dewajtis 3/-, 01-815 Warszawa, woj. mazowieckie, Polska","1988-05-03"
"53","9a2ed6bc-9fd4-4dc4-a668-6cad90e5c200","Akademia Katolicka w Warszawie","1988-05-03","Minister Nauki (poprzednio MEiN)","Uczelnia kościelna","Nie","","","","akademicka","","001407436","5211039941","","378","","","https://akademiakatolicka.pl/","sekretariat@akademiakatolicka.pl","(22) 869 98 90","/PWTW/rektorat","Polska","mazowieckie","ul. Dewajtis","3","01-815","Warszawa","Krzysztof PAWLINA - Rektor","8f3fd423-d917-4443-9ab4-d49ea9b95660",,,,,"Akademia Katolicka w Warszawie","2020-09-30",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","1988-05-03","Działająca","1988-05-03","akademicka","1988-05-03","ul. Dewajtis 3/-, 01-815 Warszawa, woj. mazowieckie, Polska","1988-05-03"
"54","172797e4-f3c0-41a6-a5f9-56e180ce7787","Akademia Kujawsko-Pomorska","2000-12-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","092913192","9671106463","","171","190","","http://www.akp.bydgoszcz.pl","rektorat@akp.bydgoszcz.pl","52-321-11-88","/KPSW-UCZELNIA/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Toruńska","55-57","85-023","Bydgoszcz","Helena Czakowska - Rektor","de2250e5-e346-4eac-b3e7-ca23ab4076f8",,,,,"Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy","2000-12-29",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2000-12-29","Działająca","2000-12-29","zawodowa","2000-12-29","ul. Toruńska 55-57, 85-023 Bydgoszcz, woj. kujawsko-pomorskie, Polska","2000-12-29"
"55","172797e4-f3c0-41a6-a5f9-56e180ce7787","Akademia Kujawsko-Pomorska","2000-12-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","092913192","9671106463","","171","190","","http://www.akp.bydgoszcz.pl","rektorat@akp.bydgoszcz.pl","52-321-11-88","/KPSW-UCZELNIA/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Toruńska","55-57","85-023","Bydgoszcz","Helena Czakowska - Rektor","de2250e5-e346-4eac-b3e7-ca23ab4076f8",,,,,"Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy","2000-12-29",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2000-12-29","Działająca","2000-12-29","akademicka","2022-10-01","ul. Toruńska 55-57, 85-023 Bydgoszcz, woj. kujawsko-pomorskie, Polska","2000-12-29"
"56","172797e4-f3c0-41a6-a5f9-56e180ce7787","Akademia Kujawsko-Pomorska","2000-12-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","092913192","9671106463","","171","190","","http://www.akp.bydgoszcz.pl","rektorat@akp.bydgoszcz.pl","52-321-11-88","/KPSW-UCZELNIA/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Toruńska","55-57","85-023","Bydgoszcz","Helena Czakowska - Rektor","de2250e5-e346-4eac-b3e7-ca23ab4076f8",,,,,"Akademia Kujawsko-Pomorska","2023-01-24",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2000-12-29","Działająca","2000-12-29","zawodowa","2000-12-29","ul. Toruńska 55-57, 85-023 Bydgoszcz, woj. kujawsko-pomorskie, Polska","2000-12-29"
"57","172797e4-f3c0-41a6-a5f9-56e180ce7787","Akademia Kujawsko-Pomorska","2000-12-29","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","akademicka","","092913192","9671106463","","171","190","","http://www.akp.bydgoszcz.pl","rektorat@akp.bydgoszcz.pl","52-321-11-88","/KPSW-UCZELNIA/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Toruńska","55-57","85-023","Bydgoszcz","Helena Czakowska - Rektor","de2250e5-e346-4eac-b3e7-ca23ab4076f8",,,,,"Akademia Kujawsko-Pomorska","2023-01-24",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2000-12-29","Działająca","2000-12-29","akademicka","2022-10-01","ul. Toruńska 55-57, 85-023 Bydgoszcz, woj. kujawsko-pomorskie, Polska","2000-12-29"
"58","aaa74363-79c4-4585-a3f5-1f369070fd0a","Akademia Kultury Społecznej i Medialnej w Toruniu - Akademia Nauk Stosowanych","2001-08-14","Minister Nauki (poprzednio MEiN)","Uczelnia niepubliczna","Nie","","","","zawodowa","","871566276","9562055979","","042","215","","http://www.aksim.edu.pl","rektorat@aksim.edu.pl","56 610 71 31","/WSKSIM_Torun/SkrytkaESP","Polska","kujawsko-pomorskie","ul. św. Józefa","23/35","87-100","Toruń","Zdzisław Klafka - Rektor","40bc0a93-ace1-45ac-a0fa-281d5d9aeea8",,,,,"Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu","2001-08-14",,,,,,,,,,,,,,,,,,,,,"Minister Nauki (poprzednio MEiN)","2001-08-14","Działająca","2001-08-14","zawodowa","2001-08-14","ul. św. Józefa 23/35, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","2001-08-14"
